1, Самигулин Максум, 1184.220
2, Ревзин Игорь, 1088.511
3, Борц Ларик, 1082.313
4, Овешников Андрей, 1072.646
5, Овсянников Евгений, 1061.221
6, Мухин Анатолий, 1055.291
7, Зубко Дмитрий, 1050.915
8, Фомичев Артем, 1040.212
9, Кириченко Сергей, 1038.239
10, Мартынов Родион, 1030.391
11, Журавлев Илья, 1029.266
12, Иванов Владимир, 1025.289
13, Ветошкин Дмитрий, 1024.759
14, Сучков Николай, 1024.125
15, Бригадирова Анастасия, 1019.578
16, Колмаков Петр, 1015.321
17, Ложкин Александр, 1012.616
18, Яковлев Артем, 1012.604
19, Смирнов Антон, 1008.938
20, Нелипович Виктор, 1008.804
21, Махов Роман, 1001.068
22, Мальцев Дмитрий, 999.842
23, Гирник Илья, 999.812
24, Лазарев Максим, 999.016
25, Стахмич Николай, 995.657
26, Афанасьев Сергей, 993.931
27, Елизаров Антон, 991.990
28, Резниченко Роман, 988.934
29, Токун Дмитрий, 988.841
30, Пугачев Никита, 982.898
31, Кулаев Лев, 982.346
32, Ганихин Дмитрий, 981.330
33, Поталицын Михаил, 979.333
34, Гаврилов Андрей, 977.895
35, Селин Олег, 975.791
36, Логинов Сергей, 970.688
37, Годелашвили Александр, 967.866
38, Башмаков Денис, 967.672
39, Лазарев Константин, 964.235
40, Щекотилов Андрей, 963.257
41, Хохлушина Наталья, 961.147
42, Костинский Виктор, 954.177
43, Шурыгин Егор, 943.793
44, Хохлов Тимофей, 942.227
45, Бакаев Павел, 938.187
46, Чердаков Евгений, 937.197
47, Парфиевич Дмитрий, 927.709
48, Каракасиян Вания, 919.040
49, Ильичев Павел, 918.861
